task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
222	ac/ff45ec	20993	ncovIllumina:sequenceAnalysis:trimPrimerSequences (PHLON20-SARS00477_S64_L001)	COMPLETED	0	2020-06-23 14:59:30.577	21.9s	20.6s	92.3%	218.1 MB	933.5 MB	174.2 MB	127 MB
237	de/1461c8	30564	ncovIllumina:sequenceAnalysis:trimPrimerSequences (NTC-20200604-run-12_S86_L001)	COMPLETED	0	2020-06-23 14:59:50.120	3.1s	2.1s	73.9%	6.4 MB	17.7 MB	51.5 MB	7.5 MB
230	87/fcd818	24236	ncovIllumina:sequenceAnalysis:trimPrimerSequences (PHLON20-SARS00493_S80_L001)	COMPLETED	0	2020-06-23 14:59:36.522	17.6s	16.7s	92.1%	23.9 MB	35.2 MB	134.5 MB	99.3 MB
234	26/cbc4e4	28019	ncovIllumina:sequenceAnalysis:trimPrimerSequences (PHLON20-SARS00497_S84_L001)	COMPLETED	0	2020-06-23 14:59:45.030	10.5s	9.3s	93.8%	99.7 MB	925.5 MB	80.8 MB	59.5 MB
233	cc/b06b23	27761	ncovIllumina:sequenceAnalysis:trimPrimerSequences (PHLON20-SARS00495_S82_L001)	COMPLETED	0	2020-06-23 14:59:44.175	13.2s	12.6s	92.3%	135 MB	925.5 MB	100.9 MB	73.7 MB
226	44/3b7b1f	22695	ncovIllumina:sequenceAnalysis:trimPrimerSequences (PHLON20-SARS00485_S72_L001)	COMPLETED	0	2020-06-23 14:59:33.881	25.7s	24.9s	93.0%	268.6 MB	933.5 MB	202.9 MB	147 MB
231	dc/2aa930	26355	ncovIllumina:sequenceAnalysis:trimPrimerSequences (PHLON20-SARS00474_S61_L001)	COMPLETED	0	2020-06-23 14:59:41.515	22s	21.1s	94.1%	224.5 MB	933.5 MB	178.1 MB	129.9 MB
242	5b/a2d72a	32183	ncovIllumina:sequenceAnalysis:trimPrimerSequences (PHLON20-SARS00423_S10_L001)	COMPLETED	0	2020-06-23 14:59:53.208	10.8s	10.1s	91.9%	107.6 MB	925.5 MB	79.9 MB	59.1 MB
245	03/4c2146	2291	ncovIllumina:sequenceAnalysis:trimPrimerSequences (PHLON20-SARS00438_S25_L001)	COMPLETED	0	2020-06-23 14:59:57.409	7.3s	6.1s	88.2%	10 MB	21.1 MB	46.9 MB	34.4 MB
240	cc/9e9414	31471	ncovIllumina:sequenceAnalysis:trimPrimerSequences (PHLON20-SARS00488_S75_L001)	COMPLETED	0	2020-06-23 14:59:52.276	12.6s	11.6s	91.4%	123.7 MB	925.5 MB	93.2 MB	68.2 MB
244	b0/124401	1518	ncovIllumina:sequenceAnalysis:trimPrimerSequences (PHLON20-SARS00298_S90_L001)	COMPLETED	0	2020-06-23 14:59:55.550	9.4s	8.5s	89.6%	86.2 MB	921.5 MB	67.7 MB	47.5 MB
236	a5/ef45f5	29956	ncovIllumina:sequenceAnalysis:trimPrimerSequences (PHLON20-SARS00464_S51_L001)	COMPLETED	0	2020-06-23 14:59:48.625	16.5s	15.1s	92.9%	162.8 MB	925.5 MB	121 MB	89.4 MB
235	c0/edab8c	29154	ncovIllumina:sequenceAnalysis:trimPrimerSequences (PHLON20-SARS00450_S37_L001)	COMPLETED	0	2020-06-23 14:59:46.952	21.9s	21s	90.9%	221.2 MB	933.5 MB	177.8 MB	129.8 MB
239	63/957572	31412	ncovIllumina:sequenceAnalysis:trimPrimerSequences (PHLON20-SARS00460_S47_L001)	COMPLETED	0	2020-06-23 14:59:52.094	18s	17s	92.4%	22.4 MB	33.7 MB	145.1 MB	105.5 MB
241	2a/b3d01b	31766	ncovIllumina:sequenceAnalysis:trimPrimerSequences (PHLON20-SARS00437_S24_L001)	COMPLETED	0	2020-06-23 14:59:52.567	18.4s	17.5s	92.7%	24.4 MB	35.8 MB	144.3 MB	106.3 MB
246	e7/60deb1	3349	ncovIllumina:sequenceAnalysis:trimPrimerSequences (PHLON20-SARS00455_S42_L001)	COMPLETED	0	2020-06-23 14:59:59.718	11.7s	10.4s	92.9%	110.6 MB	925.5 MB	85.2 MB	62.7 MB
251	0c/7b9824	5901	ncovIllumina:sequenceAnalysis:trimPrimerSequences (PHLON20-SARS00478_S65_L001)	COMPLETED	0	2020-06-23 15:00:05.094	10s	8.9s	91.2%	93.7 MB	925.5 MB	69.1 MB	50.9 MB
249	7c/654604	5782	ncovIllumina:sequenceAnalysis:trimPrimerSequences (PHLON20-SARS00430_S17_L001)	COMPLETED	0	2020-06-23 15:00:04.794	10.8s	9.8s	91.4%	101.6 MB	925.5 MB	79.2 MB	57.1 MB
243	b2/348f4c	354	ncovIllumina:sequenceAnalysis:trimPrimerSequences (PHLON20-SARS00417_S4_L001)	COMPLETED	0	2020-06-23 14:59:54.192	23s	21.8s	94.6%	242.3 MB	933.5 MB	179.8 MB	133.1 MB
254	7f/b7cfc7	8352	ncovIllumina:sequenceAnalysis:trimPrimerSequences (PHLON20-SARS00487_S74_L001)	COMPLETED	0	2020-06-23 15:00:10.078	7.8s	6.8s	89.4%	69.1 MB	921.5 MB	51.5 MB	37.4 MB
238	9d/961b77	30754	ncovIllumina:sequenceAnalysis:trimPrimerSequences (PHLON20-SARS00475_S62_L001)	COMPLETED	0	2020-06-23 14:59:50.474	27.6s	26.3s	93.9%	283.9 MB	933.5 MB	218.5 MB	161.4 MB
248	be/41e9d6	5241	ncovIllumina:sequenceAnalysis:trimPrimerSequences (PHLON20-SARS00427_S14_L001)	COMPLETED	0	2020-06-23 15:00:04.084	15.5s	14.7s	93.0%	157.3 MB	925.5 MB	118.1 MB	85.5 MB
247	fc/8eb746	5030	ncovIllumina:sequenceAnalysis:trimPrimerSequences (PHLON20-SARS00443_S30_L001)	COMPLETED	0	2020-06-23 15:00:03.629	19.1s	18s	93.6%	23.9 MB	35.1 MB	145.9 MB	108.5 MB
256	4e/471047	8983	ncovIllumina:sequenceAnalysis:trimPrimerSequences (PHLON20-SARS00433_S20_L001)	COMPLETED	0	2020-06-23 15:00:11.467	12.5s	11.8s	92.2%	118.9 MB	925.5 MB	106.3 MB	69.7 MB
252	aa/1da360	6018	ncovIllumina:sequenceAnalysis:trimPrimerSequences (PHLON20-SARS00426_S13_L001)	COMPLETED	0	2020-06-23 15:00:05.312	21.1s	20.2s	94.1%	221.6 MB	933.5 MB	167.6 MB	120.4 MB
258	2b/95f6da	10857	ncovIllumina:sequenceAnalysis:trimPrimerSequences (PHLON20-SARS00498_S85_L001)	COMPLETED	0	2020-06-23 15:00:15.656	13.6s	12.9s	91.5%	133 MB	925.5 MB	127.1 MB	74.8 MB
261	85/99e7f7	11972	ncovIllumina:sequenceAnalysis:trimPrimerSequences (PHLON20-SARS00439_S26_L001)	COMPLETED	0	2020-06-23 15:00:18.068	11.7s	10.5s	89.4%	106.4 MB	925.5 MB	77.2 MB	57.3 MB
259	42/756360	11626	ncovIllumina:sequenceAnalysis:trimPrimerSequences (PHLON20-SARS00442_S29_L001)	COMPLETED	0	2020-06-23 15:00:17.253	13.4s	12.1s	92.7%	130.2 MB	925.5 MB	97.6 MB	71.2 MB
250	92/2b2de1	5864	ncovIllumina:sequenceAnalysis:trimPrimerSequences (PHLON20-SARS00425_S12_L001)	COMPLETED	0	2020-06-23 15:00:04.960	26s	25.1s	93.4%	272.4 MB	933.5 MB	201.4 MB	147 MB
255	be/737908	8778	ncovIllumina:sequenceAnalysis:trimPrimerSequences (PHLON20-SARS00418_S5_L001)	COMPLETED	0	2020-06-23 15:00:11.113	20.6s	19.4s	91.7%	26.5 MB	37.7 MB	159.3 MB	115.2 MB
263	d4/008bf7	14241	ncovIllumina:sequenceAnalysis:trimPrimerSequences (PHLON20-SARS00429_S16_L001)	COMPLETED	0	2020-06-23 15:00:22.767	11.9s	10.6s	90.4%	106.1 MB	925.5 MB	104.3 MB	75.4 MB
268	62/779213	17649	ncovIllumina:sequenceAnalysis:makeConsensus (PHLON20-SARS00422_S9_L001)	COMPLETED	0	2020-06-23 15:00:30.664	5.4s	4.3s	128.0%	72.7 MB	122.2 MB	72.3 MB	56 MB
262	2f/aeea05	12990	ncovIllumina:sequenceAnalysis:trimPrimerSequences (PHLON20-SARS00463_S50_L001)	COMPLETED	0	2020-06-23 15:00:19.640	18.2s	16.7s	88.5%	170.4 MB	925.5 MB	123.3 MB	91 MB
253	24/9b9f38	7710	ncovIllumina:sequenceAnalysis:trimPrimerSequences (Undetermined_S0_L001)	COMPLETED	0	2020-06-23 15:00:08.862	29.4s	28.4s	92.5%	286.5 MB	933.5 MB	259.3 MB	178 MB
257	c1/53d10f	10472	ncovIllumina:sequenceAnalysis:trimPrimerSequences (PHLON20-SARS00481_S68_L001)	COMPLETED	0	2020-06-23 15:00:15.159	23.7s	22s	93.7%	238.2 MB	933.5 MB	176.4 MB	130.8 MB
265	12/47420a	15639	ncovIllumina:sequenceAnalysis:trimPrimerSequences (PHLON20-SARS00414_S1_L001)	COMPLETED	0	2020-06-23 15:00:26.417	13.2s	11.9s	86.8%	121.1 MB	925.5 MB	89.9 MB	65.7 MB
264	b4/423f3d	14879	ncovIllumina:sequenceAnalysis:trimPrimerSequences (PHLON20-SARS00457_S44_L001)	COMPLETED	0	2020-06-23 15:00:24.103	16.4s	15.8s	89.0%	156.6 MB	925.5 MB	125.3 MB	90.7 MB
260	f7/63df3d	11785	ncovIllumina:sequenceAnalysis:trimPrimerSequences (PHLON20-SARS00424_S11_L001)	COMPLETED	0	2020-06-23 15:00:17.875	23.3s	22.2s	90.4%	77.2 MB	785.5 MB	179.9 MB	126.2 MB
269	90/49977b	17807	ncovIllumina:sequenceAnalysis:callVariants (PHLON20-SARS00422_S9_L001)	COMPLETED	0	2020-06-23 15:00:30.985	14.2s	12.9s	107.3%	840.2 MB	868.3 MB	72.4 MB	56 MB
275	ad/3ec327	21390	ncovIllumina:sequenceAnalysis:makeConsensus (PHLON20-SARS00297_S89_L001)	COMPLETED	0	2020-06-23 15:00:38.987	6.3s	5.1s	113.1%	71.7 MB	121.1 MB	81.6 MB	63 MB
266	86/d98b9e	16820	ncovIllumina:sequenceAnalysis:trimPrimerSequences (PHLON20-SARS00428_S15_L001)	COMPLETED	0	2020-06-23 15:00:29.343	16s	15.2s	92.2%	158.3 MB	925.5 MB	130.2 MB	94.1 MB
267	28/bde7da	17181	ncovIllumina:sequenceAnalysis:trimPrimerSequences (PHLON20-SARS00467_S54_L001)	COMPLETED	0	2020-06-23 15:00:29.833	16.1s	15.1s	90.5%	160 MB	925.5 MB	118.2 MB	86.7 MB
273	2a/9a736f	19988	ncovIllumina:sequenceAnalysis:makeConsensus (PHLON20-SARS00451_S38_L001)	COMPLETED	0	2020-06-23 15:00:36.157	10.1s	8.8s	123.5%	137.9 MB	219.3 MB	139.6 MB	109.5 MB
279	d4/22d912	24969	ncovIllumina:sequenceAnalysis:makeConsensus (Neg2-20200604-run-12_S88_L001)	COMPLETED	0	2020-06-23 15:00:45.201	1.2s	177ms	75.0%	5.6 MB	23.9 MB	916.1 KB	824.7 KB
271	eb/57b1eb	19400	ncovIllumina:sequenceAnalysis:trimPrimerSequences (PHLON20-SARS00436_S23_L001)	COMPLETED	0	2020-06-23 15:00:34.699	16.1s	14.6s	90.0%	148.3 MB	925.5 MB	120.8 MB	88.4 MB
280	9b/a293fd	24997	ncovIllumina:sequenceAnalysis:callVariants (Neg2-20200604-run-12_S88_L001)	COMPLETED	0	2020-06-23 15:00:45.282	5.9s	4.9s	90.4%	456.2 MB	467.2 MB	699 KB	430.4 KB
270	09/a152cb	18164	ncovIllumina:sequenceAnalysis:trimPrimerSequences (PHLON20-SARS00461_S48_L001)	COMPLETED	0	2020-06-23 15:00:31.762	19.6s	18.3s	86.9%	22.6 MB	34 MB	145.6 MB	106.2 MB
282	0c/23e456	25656	ncovIllumina:sequenceAnalysis:makeConsensus (PHLON20-SARS00482_S69_L001)	COMPLETED	0	2020-06-23 15:00:46.006	8.9s	8s	113.3%	138.9 MB	220.4 MB	113.4 MB	86.2 MB
276	46/9b91d0	21936	ncovIllumina:sequenceAnalysis:callVariants (PHLON20-SARS00297_S89_L001)	COMPLETED	0	2020-06-23 15:00:39.706	15.2s	14s	101.4%	915.6 MB	934.3 MB	81.7 MB	63 MB
274	37/48abb7	21175	ncovIllumina:sequenceAnalysis:trimPrimerSequences (PHLON20-SARS00458_S45_L001)	COMPLETED	0	2020-06-23 15:00:38.351	18.5s	17s	86.4%	21.9 MB	33.1 MB	132 MB	96.2 MB
272	bb/655393	20837	ncovIllumina:sequenceAnalysis:callVariants (PHLON20-SARS00451_S38_L001)	COMPLETED	0	2020-06-23 15:00:37.941	19s	17.6s	109.7%	838.2 MB	885 MB	139.7 MB	109.5 MB
285	ca/4e883d	28342	ncovIllumina:sequenceAnalysis:makeConsensus (PHLON20-SARS00441_S28_L001)	COMPLETED	0	2020-06-23 15:00:50.833	9.4s	8.5s	111.6%	137.3 MB	218.8 MB	125.4 MB	96.8 MB
288	b0/412c67	30557	ncovIllumina:sequenceAnalysis:makeConsensus (PHLON20-SARS00431_S18_L001)	COMPLETED	0	2020-06-23 15:00:54.955	5.8s	4.4s	115.3%	71.4 MB	120.8 MB	73.6 MB	56.4 MB
290	8a/254ec6	31534	ncovIllumina:sequenceAnalysis:makeConsensus (PHLON20-SARS00440_S27_L001)	COMPLETED	0	2020-06-23 15:00:56.911	7.5s	6.2s	105.2%	120 MB	217.1 MB	90.7 MB	69.9 MB
277	da/691802	22402	ncovIllumina:sequenceAnalysis:trimPrimerSequences (PHLON20-SARS00484_S71_L001)	COMPLETED	0	2020-06-23 15:00:40.586	23.9s	22.4s	87.8%	230.5 MB	933.5 MB	169.4 MB	125.4 MB
283	b6/aa245f	25919	ncovIllumina:sequenceAnalysis:callVariants (PHLON20-SARS00482_S69_L001)	COMPLETED	0	2020-06-23 15:00:46.312	18.2s	17s	102.2%	864.5 MB	928.6 MB	113.5 MB	86.1 MB
278	fd/ca933c	22799	ncovIllumina:sequenceAnalysis:trimPrimerSequences (PHLON20-SARS00449_S36_L001)	COMPLETED	0	2020-06-23 15:00:41.230	24s	22.5s	86.2%	227.6 MB	933.5 MB	172.9 MB	127.3 MB
281	5f/cebfc9	25032	ncovIllumina:sequenceAnalysis:trimPrimerSequences (PHLON20-SARS00416_S3_L001)	COMPLETED	0	2020-06-23 15:00:45.421	20.5s	19.2s	88.5%	25 MB	36.2 MB	148.6 MB	106.8 MB
287	7c/237a57	28519	ncovIllumina:sequenceAnalysis:callVariants (PHLON20-SARS00431_S18_L001)	COMPLETED	0	2020-06-23 15:00:51.386	15.1s	13.7s	99.0%	804.8 MB	834.8 MB	73.7 MB	56.3 MB
286	50/a89ac8	28467	ncovIllumina:sequenceAnalysis:callVariants (PHLON20-SARS00441_S28_L001)	COMPLETED	0	2020-06-23 15:00:51.256	18.5s	17.2s	104.3%	865.4 MB	920.7 MB	125.5 MB	96.7 MB
293	58/798084	1049	ncovIllumina:sequenceAnalysis:makeConsensus (PHLON20-SARS00435_S22_L001)	COMPLETED	0	2020-06-23 15:01:00.778	10.8s	9.6s	111.6%	137.7 MB	219.3 MB	139.2 MB	106.7 MB
289	83/69d172	30563	ncovIllumina:sequenceAnalysis:callVariants (PHLON20-SARS00440_S27_L001)	COMPLETED	0	2020-06-23 15:00:54.983	16.7s	15s	98.5%	895.4 MB	976.7 MB	90.8 MB	69.9 MB
291	44/79c917	811	ncovIllumina:sequenceAnalysis:makeConsensus (PHLON20-SARS00465_S52_L001)	COMPLETED	0	2020-06-23 15:01:00.313	13.3s	11.7s	104.8%	139.9 MB	221.7 MB	143.3 MB	111.4 MB
300	5c/416727	6341	ncovIllumina:sequenceAnalysis:makeConsensus (PHLON20-SARS00496_S83_L001)	COMPLETED	0	2020-06-23 15:01:09.801	4.1s	2.5s	101.0%	39.8 MB	73.2 MB	36.8 MB	28.4 MB
284	d0/677ac2	25993	ncovIllumina:sequenceAnalysis:trimPrimerSequences (PHLON20-SARS00446_S33_L001)	COMPLETED	0	2020-06-23 15:00:46.417	27.9s	26.8s	85.7%	270.1 MB	933.5 MB	198.6 MB	144.7 MB
304	3e/9d7298	9009	ncovIllumina:sequenceAnalysis:makeConsensus (Neg1-20200604-run-12_S87_L001)	COMPLETED	0	2020-06-23 15:01:14.368	4.1s	2.4s	81.1%	75.1 MB	101.9 MB	31.2 MB	12 MB
292	cd/529376	31569	ncovIllumina:sequenceAnalysis:callVariants (PHLON20-SARS00465_S52_L001)	COMPLETED	0	2020-06-23 15:00:57.185	22s	20.3s	101.5%	819.8 MB	869.2 MB	143.4 MB	111.4 MB
302	ea/06c315	7440	ncovIllumina:sequenceAnalysis:makeConsensus (PHLON20-SARS00490_S77_L001)	COMPLETED	0	2020-06-23 15:01:11.751	11.1s	10s	100.2%	136.8 MB	218.3 MB	135.3 MB	104.7 MB
295	64/3db596	3194	ncovIllumina:sequenceAnalysis:trimPrimerSequences (PHLON20-SARS00432_S19_L001)	COMPLETED	0	2020-06-23 15:01:04.614	18.3s	17.1s	83.2%	105.3 MB	789.5 MB	140 MB	88.1 MB
297	4d/34ea04	3569	ncovIllumina:sequenceAnalysis:makeConsensus (PHLON20-SARS00419_S6_L001)	COMPLETED	0	2020-06-23 15:01:05.260	17.9s	16.2s	100.0%	267.4 MB	413.3 MB	192.2 MB	149.6 MB
305	6a/8e6ee0	8886	ncovIllumina:sequenceAnalysis:callVariants (Neg1-20200604-run-12_S87_L001)	COMPLETED	0	2020-06-23 15:01:13.956	10.8s	9.2s	93.1%	679.3 MB	715.2 MB	35.5 MB	16.1 MB
301	ba/a9ae48	7410	ncovIllumina:sequenceAnalysis:callVariants (PHLON20-SARS00496_S83_L001)	COMPLETED	0	2020-06-23 15:01:11.688	13.2s	11.6s	91.3%	827.7 MB	849.8 MB	36.9 MB	28.3 MB
294	1f/d5c623	3080	ncovIllumina:sequenceAnalysis:callVariants (PHLON20-SARS00435_S22_L001)	COMPLETED	0	2020-06-23 15:01:04.454	20.8s	19.6s	98.9%	823.7 MB	876 MB	139.3 MB	106.7 MB
298	a1/4b67f8	4477	ncovIllumina:sequenceAnalysis:makeConsensus (PHLON20-SARS00468_S55_L001)	COMPLETED	0	2020-06-23 15:01:06.526	21.8s	20.2s	101.9%	267.4 MB	413.4 MB	238 MB	186.4 MB
307	cb/20a6bf	11330	ncovIllumina:sequenceAnalysis:makeConsensus (PHLON20-SARS00459_S46_L001)	COMPLETED	0	2020-06-23 15:01:18.458	10.9s	9.6s	100.6%	138.6 MB	220.1 MB	123.1 MB	93.9 MB
296	57/ecee1b	3372	ncovIllumina:sequenceAnalysis:callVariants (PHLON20-SARS00419_S6_L001)	COMPLETED	0	2020-06-23 15:01:04.960	25.3s	24.1s	102.5%	974.7 MB	1.1 GB	192.3 MB	149.5 MB
310	b2/5469d0	14886	ncovIllumina:sequenceAnalysis:makeConsensus (PHLON20-SARS00494_S81_L001)	COMPLETED	0	2020-06-23 15:01:24.748	5.9s	4.9s	96.8%	71.9 MB	121.2 MB	67.2 MB	52.1 MB
315	a1/7f648f	16781	ncovIllumina:sequenceAnalysis:makeConsensus (PHLON20-SARS00470_S57_L001)	COMPLETED	0	2020-06-23 15:01:28.416	2.5s	906ms	99.6%	7.7 MB	26.3 MB	13.4 MB	10.2 MB
299	bc/56bee3	4085	ncovIllumina:sequenceAnalysis:callVariants (PHLON20-SARS00468_S55_L001)	COMPLETED	0	2020-06-23 15:01:05.965	27.8s	26.5s	107.8%	884.5 MB	997.1 MB	238.1 MB	186.3 MB
303	81/d11b08	8650	ncovIllumina:sequenceAnalysis:callVariants (PHLON20-SARS00490_S77_L001)	COMPLETED	0	2020-06-23 15:01:13.668	20.4s	18.7s	98.1%	882.5 MB	931.3 MB	135.4 MB	104.6 MB
308	d1/995c45	13772	ncovIllumina:sequenceAnalysis:makeConsensus (PHLON20-SARS00456_S43_L001)	COMPLETED	0	2020-06-23 15:01:22.885	14.5s	13.3s	99.3%	143.9 MB	225.4 MB	134.3 MB	102.5 MB
311	82/f2b0e3	13811	ncovIllumina:sequenceAnalysis:callVariants (PHLON20-SARS00494_S81_L001)	COMPLETED	0	2020-06-23 15:01:23.164	14.7s	13.5s	95.5%	817.2 MB	850.8 MB	67.3 MB	52 MB
318	88/b70d2a	18377	ncovIllumina:sequenceAnalysis:makeConsensus (PHLON20-SARS00479_S66_L001)	COMPLETED	0	2020-06-23 15:01:30.937	7.8s	6.4s	103.9%	72.3 MB	121.8 MB	90.8 MB	69.9 MB
306	e4/97b0dd	11813	ncovIllumina:sequenceAnalysis:callVariants (PHLON20-SARS00459_S46_L001)	COMPLETED	0	2020-06-23 15:01:19.183	20.7s	19.2s	95.8%	805.8 MB	869.6 MB	123.3 MB	93.8 MB
314	c0/d6dd5b	17362	ncovIllumina:sequenceAnalysis:callVariants (PHLON20-SARS00470_S57_L001)	COMPLETED	0	2020-06-23 15:01:29.421	10.7s	9.2s	87.8%	755.1 MB	778.7 MB	13.4 MB	10.1 MB
316	4d/8d5f67	17914	ncovIllumina:sequenceAnalysis:makeConsensus (PHLON20-SARS00434_S21_L001)	COMPLETED	0	2020-06-23 15:01:30.297	9.9s	8.7s	107.5%	137.3 MB	218.8 MB	125.2 MB	95.2 MB
313	b5/0426d2	15188	ncovIllumina:sequenceAnalysis:makeConsensus (PHLON20-SARS00453_S40_L001)	COMPLETED	0	2020-06-23 15:01:25.258	19.4s	18.2s	101.8%	266.6 MB	412.1 MB	221.6 MB	173.1 MB
309	8c/d2d733	13779	ncovIllumina:sequenceAnalysis:callVariants (PHLON20-SARS00456_S43_L001)	COMPLETED	0	2020-06-23 15:01:22.958	22.5s	21s	99.3%	773.1 MB	836.2 MB	134.4 MB	102.5 MB
317	86/c371c4	18153	ncovIllumina:sequenceAnalysis:callVariants (PHLON20-SARS00434_S21_L001)	COMPLETED	0	2020-06-23 15:01:30.676	19.2s	17.9s	98.3%	900.9 MB	954.3 MB	125.3 MB	95.2 MB
319	c4/cb0b70	19877	ncovIllumina:sequenceAnalysis:callVariants (PHLON20-SARS00479_S66_L001)	COMPLETED	0	2020-06-23 15:01:33.869	16.6s	15.6s	95.5%	896.1 MB	977.5 MB	90.9 MB	69.9 MB
320	f2/71d457	20037	ncovIllumina:sequenceAnalysis:makeConsensus (PHLON20-SARS00473_S60_L001)	COMPLETED	0	2020-06-23 15:01:34.121	16.6s	15s	96.2%	140.5 MB	222.2 MB	166 MB	127.3 MB
312	39/343ba6	15009	ncovIllumina:sequenceAnalysis:callVariants (PHLON20-SARS00453_S40_L001)	COMPLETED	0	2020-06-23 15:01:24.996	27.9s	26.5s	102.0%	890.1 MB	1010.9 MB	221.7 MB	173.1 MB
322	ac/36a397	22493	ncovIllumina:sequenceAnalysis:makeConsensus (PHLON20-SARS00476_S63_L001)	COMPLETED	0	2020-06-23 15:01:37.997	17.9s	16.2s	98.7%	267.2 MB	413.2 MB	188.3 MB	144.9 MB
325	4c/c3dd72	23837	ncovIllumina:sequenceAnalysis:makeConsensus (PHLON20-SARS00492_S79_L001)	COMPLETED	0	2020-06-23 15:01:40.153	19.1s	17.7s	97.4%	267.1 MB	413.1 MB	205.2 MB	161.3 MB
321	e9/d0e58d	22064	ncovIllumina:sequenceAnalysis:callVariants (PHLON20-SARS00473_S60_L001)	COMPLETED	0	2020-06-23 15:01:37.462	23.5s	22s	103.3%	779.4 MB	824.4 MB	166.1 MB	127.2 MB
326	c0/cd4c0d	26330	ncovIllumina:sequenceAnalysis:makeConsensus (PHLON20-SARS00448_S35_L001)	COMPLETED	0	2020-06-23 15:01:44.796	16.2s	14.8s	94.8%	141.5 MB	223.2 MB	157.5 MB	123.2 MB
328	b3/08c327	26929	ncovIllumina:sequenceAnalysis:makeConsensus (PHLON20-SARS00420_S7_L001)	COMPLETED	0	2020-06-23 15:01:45.493	16s	14.8s	97.0%	143.8 MB	225.3 MB	138.7 MB	107.4 MB
327	8c/4006b8	23876	ncovIllumina:sequenceAnalysis:callVariants (PHLON20-SARS00448_S35_L001)	COMPLETED	0	2020-06-23 15:01:40.237	23.8s	22.3s	99.6%	772.7 MB	822.3 MB	157.6 MB	123.1 MB
323	94/373f22	22897	ncovIllumina:sequenceAnalysis:callVariants (PHLON20-SARS00476_S63_L001)	COMPLETED	0	2020-06-23 15:01:38.759	25.9s	24.2s	99.9%	994 MB	1.1 GB	188.4 MB	144.8 MB
335	cf/79945b	3350	ncovIllumina:sequenceAnalysis:makeConsensus (PHLON20-SARS00486_S73_L001)	COMPLETED	0	2020-06-23 15:02:01.078	4.8s	3.5s	91.9%	38.4 MB	71.8 MB	47 MB	36.5 MB
324	98/7ee2be	23785	ncovIllumina:sequenceAnalysis:callVariants (PHLON20-SARS00492_S79_L001)	COMPLETED	0	2020-06-23 15:01:40.070	27.5s	26.1s	96.9%	909.9 MB	1 GB	205.3 MB	161.2 MB
332	7a/a382ae	31031	ncovIllumina:sequenceAnalysis:makeConsensus (PHLON20-SARS00421_S8_L001)	COMPLETED	0	2020-06-23 15:01:52.997	15s	13.2s	98.2%	142 MB	223.5 MB	141.2 MB	109.6 MB
330	1f/4da09a	29736	ncovIllumina:sequenceAnalysis:makeConsensus (PHLON20-SARS00444_S31_L001)	COMPLETED	0	2020-06-23 15:01:50.535	19.8s	18.4s	98.5%	267.7 MB	413.6 MB	212.2 MB	166 MB
336	0f/67cbe8	3363	ncovIllumina:sequenceAnalysis:makeConsensus (PHLON20-SARS00452_S39_L001)	COMPLETED	0	2020-06-23 15:02:01.099	9.4s	8.2s	104.9%	136.8 MB	218.3 MB	116.3 MB	91.2 MB
338	af/9f4757	5057	ncovIllumina:sequenceAnalysis:makeConsensus (PHLON20-SARS00415_S2_L001)	COMPLETED	0	2020-06-23 15:02:04.100	8.5s	7.1s	100.7%	136.5 MB	218 MB	97.4 MB	75.4 MB
329	aa/d3f8d5	29123	ncovIllumina:sequenceAnalysis:callVariants (PHLON20-SARS00420_S7_L001)	COMPLETED	0	2020-06-23 15:01:49.959	23.1s	21.7s	98.8%	765.5 MB	824.7 MB	138.8 MB	107.3 MB
334	aa/d196a5	2588	ncovIllumina:sequenceAnalysis:callVariants (PHLON20-SARS00486_S73_L001)	COMPLETED	0	2020-06-23 15:01:59.323	13.8s	12.3s	92.9%	884.7 MB	930.1 MB	47.1 MB	36.5 MB
331	ec/2bb173	29830	ncovIllumina:sequenceAnalysis:callVariants (PHLON20-SARS00444_S31_L001)	COMPLETED	0	2020-06-23 15:01:50.728	26.6s	25.2s	104.3%	906.3 MB	1 GB	212.3 MB	165.9 MB
333	bf/0b8990	415	ncovIllumina:sequenceAnalysis:callVariants (PHLON20-SARS00421_S8_L001)	COMPLETED	0	2020-06-23 15:01:55.981	22.3s	20.7s	100.5%	764.1 MB	822.7 MB	141.3 MB	109.6 MB
337	22/1eb3a3	3575	ncovIllumina:sequenceAnalysis:callVariants (PHLON20-SARS00452_S39_L001)	COMPLETED	0	2020-06-23 15:02:01.537	18s	17s	98.6%	935.4 MB	990.8 MB	116.4 MB	91.1 MB
339	82/3f54c4	5369	ncovIllumina:sequenceAnalysis:callVariants (PHLON20-SARS00415_S2_L001)	COMPLETED	0	2020-06-23 15:02:04.660	17.3s	15.7s	98.1%	916.9 MB	987.5 MB	97.5 MB	75.4 MB
343	15/1c346c	7425	ncovIllumina:sequenceAnalysis:makeConsensus (PHLON20-SARS00469_S56_L001)	COMPLETED	0	2020-06-23 15:02:08.048	14s	12.5s	101.9%	137.9 MB	219.4 MB	160.7 MB	125.5 MB
349	d0/80c385	13017	ncovIllumina:sequenceAnalysis:makeConsensus (PHLON20-SARS00471_S58_L001)	COMPLETED	0	2020-06-23 15:02:18.351	5.8s	4.3s	101.7%	75.4 MB	125.2 MB	50.7 MB	38.4 MB
